<DATE>,<CLOSE>,<OPEN>,<HIGH>,<LOW>,<VOL>
20220103,99.5815072776847,99.5815072776847,99.5815072776847,99.5815072776847,1000
20220104,100.13809526768871,100.13809526768871,100.13809526768871,100.13809526768871,1000
20220105,99.95397856103766,99.95397856103766,99.95397856103766,99.95397856103766,1000
20220106,99.25161743661387,99.25161743661387,99.25161743661387,99.25161743661387,1000
20220107,99.65195214815554,99.65195214815554,99.65195214815554,99.65195214815554,1000
20220110,97.0655775243403,97.0655775243403,97.0655775243403,97.0655775243403,1000
20220111,95.518553080365,95.518553080365,95.518553080365,95.518553080365,1000
20220112,94.00778521115973,94.00778521115973,94.00778521115973,94.00778521115973,1000
20220113,93.62446369302802,93.62446369302802,93.62446369302802,93.62446369302802,1000
20220114,93.00595936612692,93.00595936612692,93.00595936612692,93.00595936612692,1000
20220117,92.77261503332653,92.77261503332653,92.77261503332653,92.77261503332653,1000
20220118,93.3132893431027,93.3132893431027,93.3132893431027,93.3132893431027,1000
20220119,94.3250634899953,94.3250634899953,94.3250634899953,94.3250634899953,1000
20220120,94.95315947970286,94.95315947970286,94.95315947970286,94.95315947970286,1000
20220121,94.19593874445926,94.19593874445926,94.19593874445926,94.19593874445926,1000
20220124,95.08993924484045,95.08993924484045,95.08993924484045,95.08993924484045,1000
20220125,94.90508016401328,94.90508016401328,94.90508016401328,94.90508016401328,1000
20220126,97.23055998859058,97.23055998859058,97.23055998859058,97.23055998859058,1000
20220127,98.27330019031135,98.27330019031135,98.27330019031135,98.27330019031135,1000
20220128,98.34437159038045,98.34437159038045,98.34437159038045,98.34437159038045,1000
20220131,98.26405428467092,98.26405428467092,98.26405428467092,98.26405428467092,1000
20220201,96.86558310017136,96.86558310017136,96.86558310017136,96.86558310017136,1000
20220202,97.09083017914443,97.09083017914443,97.09083017914443,97.09083017914443,1000
20220203,95.48285463847897,95.48285463847897,95.48285463847897,95.48285463847897,1000
20220204,96.0304525020194,96.0304525020194,96.0304525020194,96.0304525020194,1000
20220207,93.40135983119661,93.40135983119661,93.40135983119661,93.40135983119661,1000
20220208,91.8128148812889,91.8128148812889,91.8128148812889,91.8128148812889,1000
20220209,93.82107812166296,93.82107812166296,93.82107812166296,93.82107812166296,1000
20220210,95.97412929737341,95.97412929737341,95.97412929737341,95.97412929737341,1000
20220211,97.87911795048252,97.87911795048252,97.87911795048252,97.87911795048252,1000
20220214,95.26807707891157,95.26807707891157,95.26807707891157,95.26807707891157,1000
20220215,93.17459841615315,93.17459841615315,93.17459841615315,93.17459841615315,1000
20220216,91.19443803570307,91.19443803570307,91.19443803570307,91.19443803570307,1000
20220217,88.92291185329427,88.92291185329427,88.92291185329427,88.92291185329427,1000
20220218,89.27050799562421,89.27050799562421,89.27050799562421,89.27050799562421,1000
20220221,88.65936025328004,88.65936025328004,88.65936025328004,88.65936025328004,1000
20220222,88.70298707766577,88.70298707766577,88.70298707766577,88.70298707766577,1000
20220223,88.09503549814744,88.09503549814744,88.09503549814744,88.09503549814744,1000
20220224,87.09091583347305,87.09091583347305,87.09091583347305,87.09091583347305,1000
20220225,89.81106833763226,89.81106833763226,89.81106833763226,89.81106833763226,1000
20220228,90.66856480141503,90.66856480141503,90.66856480141503,90.66856480141503,1000
20220301,89.35631583691159,89.35631583691159,89.35631583691159,89.35631583691159,1000
20220302,91.02956854345288,91.02956854345288,91.02956854345288,91.02956854345288,1000
20220303,90.16362725473859,90.16362725473859,90.16362725473859,90.16362725473859,1000
20220304,89.84015742877769,89.84015742877769,89.84015742877769,89.84015742877769,1000
20220307,91.7943261436587,91.7943261436587,91.7943261436587,91.7943261436587,1000
20220308,90.76263737805863,90.76263737805863,90.76263737805863,90.76263737805863,1000
20220309,90.46722219694362,90.46722219694362,90.46722219694362,90.46722219694362,1000
20220310,90.09407051464649,90.09407051464649,90.09407051464649,90.09407051464649,1000
20220311,92.47663707979339,92.47663707979339,92.47663707979339,92.47663707979339,1000
20220314,95.26703503629746,95.26703503629746,95.26703503629746,95.26703503629746,1000
20220315,95.62860396515792,95.62860396515792,95.62860396515792,95.62860396515792,1000
20220316,98.39440292182066,98.39440292182066,98.39440292182066,98.39440292182066,1000
20220317,96.42440021491242,96.42440021491242,96.42440021491242,96.42440021491242,1000
20220318,96.19591480844984,96.19591480844984,96.19591480844984,96.19591480844984,1000
20220321,98.10144650610218,98.10144650610218,98.10144650610218,98.10144650610218,1000
20220322,97.78720214873088,97.78720214873088,97.78720214873088,97.78720214873088,1000
20220323,98.33855242891177,98.33855242891177,98.33855242891177,98.33855242891177,1000
20220324,98.7162467777442,98.7162467777442,98.7162467777442,98.7162467777442,1000
20220325,99.77487048786212,99.77487048786212,99.77487048786212,99.77487048786212,1000
20220328,100.20108212254463,100.20108212254463,100.20108212254463,100.20108212254463,1000
20220329,98.023939655852,98.023939655852,98.023939655852,98.023939655852,1000
20220330,97.50418471043794,97.50418471043794,97.50418471043794,97.50418471043794,1000
20220331,96.47988270990501,96.47988270990501,96.47988270990501,96.47988270990501,1000
20220401,97.37614927931205,97.37614927931205,97.37614927931205,97.37614927931205,1000
20220404,94.88947097330443,94.88947097330443,94.88947097330443,94.88947097330443,1000
20220405,93.76024563899543,93.76024563899543,93.76024563899543,93.76024563899543,1000
20220406,95.47207458417213,95.47207458417213,95.47207458417213,95.47207458417213,1000
20220407,96.0282653577814,96.0282653577814,96.0282653577814,96.0282653577814,1000
20220408,99.5950190879208,99.5950190879208,99.5950190879208,99.5950190879208,1000
20220411,99.58965270636561,99.58965270636561,99.58965270636561,99.58965270636561,1000
20220412,95.5885676199196,95.5885676199196,95.5885676199196,95.5885676199196,1000
20220413,97.05798801145517,97.05798801145517,97.05798801145517,97.05798801145517,1000
20220414,97.38639745272798,97.38639745272798,97.38639745272798,97.38639745272798,1000
20220415,96.91973260849645,96.91973260849645,96.91973260849645,96.91973260849645,1000
20220418,95.02079956104733,95.02079956104733,95.02079956104733,95.02079956104733,1000
20220419,94.79939266080089,94.79939266080089,94.79939266080089,94.79939266080089,1000
20220420,95.69513313390675,95.69513313390675,95.69513313390675,95.69513313390675,1000
20220421,96.2316782553766,96.2316782553766,96.2316782553766,96.2316782553766,1000
20220422,96.40021650747525,96.40021650747525,96.40021650747525,96.40021650747525,1000
20220425,97.32468319267986,97.32468319267986,97.32468319267986,97.32468319267986,1000
20220426,97.6199719482123,97.6199719482123,97.6199719482123,97.6199719482123,1000
20220427,96.14753391206811,96.14753391206811,96.14753391206811,96.14753391206811,1000
20220428,96.60698175451824,96.60698175451824,96.60698175451824,96.60698175451824,1000
20220429,97.38330297644534,97.38330297644534,97.38330297644534,97.38330297644534,1000
20220502,100.25690162735124,100.25690162735124,100.25690162735124,100.25690162735124,1000
20220503,100.37970361604035,100.37970361604035,100.37970361604035,100.37970361604035,1000
20220504,98.84625002615928,98.84625002615928,98.84625002615928,98.84625002615928,1000
20220505,100.62535756510096,100.62535756510096,100.62535756510096,100.62535756510096,1000
20220506,101.78576995610354,101.78576995610354,101.78576995610354,101.78576995610354,1000
20220509,100.97688363385751,100.97688363385751,100.97688363385751,100.97688363385751,1000
20220510,99.19008526644386,99.19008526644386,99.19008526644386,99.19008526644386,1000
20220511,101.54306477269827,101.54306477269827,101.54306477269827,101.54306477269827,1000
20220512,99.00772432178432,99.00772432178432,99.00772432178432,99.00772432178432,1000
20220513,98.11894244183125,98.11894244183125,98.11894244183125,98.11894244183125,1000
20220516,98.58947173688205,98.58947173688205,98.58947173688205,98.58947173688205,1000
20220517,97.08898128628837,97.08898128628837,97.08898128628837,97.08898128628837,1000
20220518,96.86599183888521,96.86599183888521,96.86599183888521,96.86599183888521,1000
20220519,97.63736705246865,97.63736705246865,97.63736705246865,97.63736705246865,1000
20220520,97.09376779080168,97.09376779080168,97.09376779080168,97.09376779080168,1000
20220523,95.27213627646225,95.27213627646225,95.27213627646225,95.27213627646225,1000
20220524,94.44194854924946,94.44194854924946,94.44194854924946,94.44194854924946,1000
20220525,94.33635860740046,94.33635860740046,94.33635860740046,94.33635860740046,1000
20220526,95.98765506783484,95.98765506783484,95.98765506783484,95.98765506783484,1000
20220527,94.54364613000509,94.54364613000509,94.54364613000509,94.54364613000509,1000
20220530,96.73425658666027,96.73425658666027,96.73425658666027,96.73425658666027,1000
20220531,95.52274642547664,95.52274642547664,95.52274642547664,95.52274642547664,1000
20220601,97.56535316046194,97.56535316046194,97.56535316046194,97.56535316046194,1000
20220602,100.79734181313198,100.79734181313198,100.79734181313198,100.79734181313198,1000
20220603,102.81180876272566,102.81180876272566,102.81180876272566,102.81180876272566,1000
20220606,102.57315989172527,102.57315989172527,102.57315989172527,102.57315989172527,1000
20220607,105.1924013347828,105.1924013347828,105.1924013347828,105.1924013347828,1000
20220608,107.066784046031,107.066784046031,107.066784046031,107.066784046031,1000
20220609,107.89409293359304,107.89409293359304,107.89409293359304,107.89409293359304,1000
20220610,107.65990257031162,107.65990257031162,107.65990257031162,107.65990257031162,1000
20220613,107.09008594244077,107.09008594244077,107.09008594244077,107.09008594244077,1000
20220614,106.93468598419894,106.93468598419894,106.93468598419894,106.93468598419894,1000
20220615,110.7730374139849,110.7730374139849,110.7730374139849,110.7730374139849,1000
20220616,111.68746835935104,111.68746835935104,111.68746835935104,111.68746835935104,1000
20220617,112.48271887910771,112.48271887910771,112.48271887910771,112.48271887910771,1000
20220620,111.73629838058649,111.73629838058649,111.73629838058649,111.73629838058649,1000
20220621,112.34255103298388,112.34255103298388,112.34255103298388,112.34255103298388,1000
20220622,111.9221558813593,111.9221558813593,111.9221558813593,111.9221558813593,1000
20220623,110.76899010396602,110.76899010396602,110.76899010396602,110.76899010396602,1000
20220624,110.97135209025775,110.97135209025775,110.97135209025775,110.97135209025775,1000
20220627,110.2403022388518,110.2403022388518,110.2403022388518,110.2403022388518,1000
20220628,110.51034462026227,110.51034462026227,110.51034462026227,110.51034462026227,1000
20220629,110.3885062151718,110.3885062151718,110.3885062151718,110.3885062151718,1000
20220630,109.27749644935541,109.27749644935541,109.27749644935541,109.27749644935541,1000
20220701,110.17987312935749,110.17987312935749,110.17987312935749,110.17987312935749,1000
20220704,111.1949264956593,111.1949264956593,111.1949264956593,111.1949264956593,1000
20220705,106.54398956472207,106.54398956472207,106.54398956472207,106.54398956472207,1000
20220706,106.19833302558017,106.19833302558017,106.19833302558017,106.19833302558017,1000
20220707,105.96932626593467,105.96932626593467,105.96932626593467,105.96932626593467,1000
20220708,105.61485489749312,105.61485489749312,105.61485489749312,105.61485489749312,1000
20220711,107.68202489052061,107.68202489052061,107.68202489052061,107.68202489052061,1000
20220712,107.86666467871828,107.86666467871828,107.86666467871828,107.86666467871828,1000
20220713,107.24436994897695,107.24436994897695,107.24436994897695,107.24436994897695,1000
20220714,106.0642268259282,106.0642268259282,106.0642268259282,106.0642268259282,1000
20220715,107.12205750051207,107.12205750051207,107.12205750051207,107.12205750051207,1000
20220718,104.5621936926919,104.5621936926919,104.5621936926919,104.5621936926919,1000
20220719,104.12194721858907,104.12194721858907,104.12194721858907,104.12194721858907,1000
20220720,103.21274585675111,103.21274585675111,103.21274585675111,103.21274585675111,1000
20220721,102.64664830181447,102.64664830181447,102.64664830181447,102.64664830181447,1000
20220722,102.20747879408248,102.20747879408248,102.20747879408248,102.20747879408248,1000
