Date,Open,High,Low,Close,Volume
2022-01-03,103.62725694686064,104.66352951632925,102.59098437739203,103.62725694686064,60338
2022-01-04,104.58375694411089,105.629594513552,103.53791937466978,104.58375694411089,971137
2022-01-05,104.83789017751424,105.88626907928938,103.7895112757391,104.83789017751424,897365
2022-01-06,100.98301625496448,101.99284641751413,99.97318609241484,100.98301625496448,945869
2022-01-07,100.47327781582302,101.47801059398125,99.4685450376648,100.47327781582302,66769
2022-01-10,99.81063850509592,100.80874489014688,98.81253212004496,99.81063850509592,795915
2022-01-11,99.69537422239604,100.69232796462,98.69842048017208,99.69537422239604,354138
2022-01-12,98.49504056723426,99.4799909729066,97.5100901615619,98.49504056723426,120725
2022-01-13,98.45797064090056,99.44255034730956,97.47339093449155,98.45797064090056,731006
2022-01-14,97.56748124977211,98.54315606226983,96.5918064372744,97.56748124977211,112345
2022-01-17,95.052455496628,96.00298005159428,94.10193094166172,95.052455496628,82763
2022-01-18,96.78169231345147,97.749509236586,95.81387539031695,96.78169231345147,218554
2022-01-19,98.53599219143265,99.52135211334698,97.55063226951833,98.53599219143265,612177
2022-01-20,101.95434974854419,102.97389324602963,100.93480625105875,101.95434974854419,203585
2022-01-21,102.1073498724923,103.12842337121724,101.08627637376738,102.1073498724923,983252
2022-01-24,101.33199278026557,102.34531270806822,100.31867285246291,101.33199278026557,455909
2022-01-25,100.27741057115914,101.28018467687073,99.27463646544754,100.27741057115914,124531
2022-01-26,97.22601446217077,98.19827460679248,96.25375431754905,97.22601446217077,325203
2022-01-27,99.18486087680883,100.17670948557692,98.19301226804073,99.18486087680883,574324
2022-01-28,97.05026851307595,98.0207711982067,96.0797658279452,97.05026851307595,922107
2022-01-31,94.79861197437656,95.74659809412032,93.8506258546328,94.79861197437656,112235
2022-02-01,94.4561047800052,95.40066582780526,93.51154373220515,94.4561047800052,248479
2022-02-02,97.31084852730636,98.28395701257942,96.3377400420333,97.31084852730636,250633
2022-02-03,97.82020516805136,98.79840721973187,96.84200311637085,97.82020516805136,578139
2022-02-04,95.86617782192319,96.82483960014243,94.90751604370395,95.86617782192319,625284
2022-02-07,94.54707225267889,95.49254297520568,93.6016015301521,94.54707225267889,304991
2022-02-08,95.77664740863364,96.73441388271998,94.8188809345473,95.77664740863364,759222
2022-02-09,95.5170670965314,96.47223776749672,94.56189642556609,95.5170670965314,692603
2022-02-10,94.09608576488579,95.03704662253465,93.15512490723692,94.09608576488579,59790
2022-02-11,93.71023399632776,94.64733633629103,92.77313165636448,93.71023399632776,397680
2022-02-14,95.15347705463148,96.1050118251778,94.20194228408516,95.15347705463148,26781
2022-02-15,98.96173003435116,99.95134733469467,97.97211273400765,98.96173003435116,361106
2022-02-16,96.54879895917684,97.5142869487686,95.58331096958507,96.54879895917684,980919
